0.98436,,,,,
0.29323,,,,,0.5553
0.14305,,,,,0.06483
,0.5553,,,,0.18179
0.2947,,,,,0.21364
0.24645,,,,,0.07228
0.26534,,,,,0.13449
0.0827,,,,,0.06658
,0.06483,,,,0.17896
0.12321,,,,,0.28994
0.04741,,,,,0.55752
0.21749,,,,,0.27679
0.07541,,,,,0.22073
0.09243,,,,,0.05365
,0.18179,,,,0.14281
0.16075,,,,,0.14852
0.12277,,,,,0.21007
,0.21364,,,,0.10546
0.4226,,,,,0.04611
,0.07228,,,,0.06004
,0.13449,,,,0.13388
,0.06658,,,,0.04599
0.0662,,,,,0.14992
,0.17896,,,,0.14414
,0.28994,,,,0.24049
,0.55752,,,,0.08017
,0.27679,,,,0.13378
,0.22073,,,,0.03337
,0.05365,,,,0.03619
,,6.69176,,,0.38458
,,10.4127,,,0.0474
0.21338,,,,,0.07872
,0.14281,,,,0.03941
0.38848,,,,,0.1605
,,6.43848,,,0.04055
,0.14852,,,,0.10081
,,0.94172,,,0.20148
0.304,,,,,0.2235
0.16428,,,,,0.03793
0.36044,,,,,0.12997
,0.21007,,,,0.24528
,0.10546,,,,0.5339
,0.04611,,,,0.15658
,0.06004,,,,0.04053
,,0.06985,,,0.15471
0.12074,,,,,0.05793
,,0.1359,,,0.0802
0.17287,,,,,0.08024
0.13541,,,,,0.08686
,0.13388,,,,0.12452
0.07723,,,,,0.15903
0.17472,,,,,0.09397
0.13499,,,,,0.04172
,,0.11289,,,0.10442
0.2317,,,,,0.06777
,0.04599,,,,0.08585
0.13084,,,,,0.03451
,,0.1729,,,0.04952
,,0.10517,,,0.09664
,0.14992,,,,0.04094
0.13745,,,,,0.08295
,,0.13134,,,0.05103
0.22266,,,,,0.09141
0.29286,,,,,0.05
,,0.20743,,,0.1478
0.14033,,,,,0.05741
0.3639,,,,,0.09995
,0.14414,,,,0.08924
0.44289,,,,,0.08827
,,0.0578,,,0.10119
,0.24049,,,,0.05847
,0.08017,,,,0.0893
,,0.14011,,,0.18154
,0.13378,,,,0.10778
,0.03337,,,,0.03741
0.05936,,,,,0.25808
,,0.13165,,,0.22983
,0.03619,,,,0.03542
0.10105,,,,,0.14082
0.06891,,,,,0.22797
0.09532,,,,,0.37466
,0.38458,,,,0.18823
0.67947,,,,,0.09965
0.97691,,,,,0.05915
0.24476,,,,,0.78408
0.20957,,,,,0.04268
,,0.09387,,,0.04199
,,0.08501,,,0.10031
0.08735,,,,,0.06067
,0.0474,,,,0.09898
0.0458,,,,,0.03791
,0.07872,,,,0.08256
0.10763,,,,,0.16167
0.0967,,,,,0.09673
0.05117,,,,,0.11176
,0.03941,,,,0.06794
0.15383,,,,,0.09639
,0.1605,,,,0.04258
,0.04055,,,,0.2502
0.08365,,,,,0.06532
,0.10081,,,,0.09356
,,0.50949,,,0.0395
0.37503,,,,,0.06423
,0.20148,,,,0.10627
0.14806,,,,,0.05499
0.14196,,,,,0.15185
0.0812,,,,,0.13089
,0.2235,,,,0.0995
,0.03793,,,,0.0465
0.26606,,,,,0.09877
0.60587,,,,,0.06665
,,0.21144,,,0.13053
,0.12997,,,,0.10494
,0.24528,,,,0.04591
,0.5339,,,,0.28518
,0.15658,,,,0.0803
,,0.0539,,,0.09279
,0.04053,,,,0.05163
,,0.10052,,,0.18399
,0.15471,,,,0.06592
,,0.06708,,,0.11263
,,0.10295,,,0.05578
,,0.04944,,,0.04546
,0.05793,,,,0.11582
,0.0802,,,,0.0707
0.06653,,,,,0.25188
0.0851,,,,,0.07649
,0.08024,,,,0.11332
,0.08686,,,,0.21876
,0.12452,,,,0.09492
,0.15903,,,,0.04093
0.04954,,,,,0.03644
0.09641,,,,,0.08876
0.18004,,,,,0.04366
,0.09397,,,,0.08455
,0.04172,,,,0.04643
0.11958,,,,,0.08378
,,0.09917,,,0.07906
,,0.08425,,,0.27429
,0.10442,,,,0.59735
0.04661,,,,,0.09666
0.12391,,,,,0.27207
0.04458,,,,,0.04303
0.03886,,,,,0.11312
,,0.13232,,,0.35167
0.13359,,,,,0.05266
0.20555,,,,,0.15682
,0.06777,,,,0.16558
,,0.0729,,,0.11033
0.10006,,,,,0.1332
0.09552,,,,,0.03953
0.115,,,,,0.08102
0.04435,,,,,0.05424
,0.08585,,,,0.09875
,0.03451,,,,0.0429
,0.04952,,,,0.09483
0.09736,,,,,0.05609
0.07827,,,,,0.08377
,,0.06506,,,0.0951
,0.09664,,,,0.09605
,,0.11082,,,0.12408
,,0.14168,,,0.04067
0.09398,,,,,0.10975
,0.04094,,,,0.05168
,0.08295,,,,0.09447
,,0.0963,,,0.16144
,0.05103,,,,0.09139
0.10818,,,,,0.03792
,0.09141,,,,0.05005
,0.05,,,,0.15972
0.04341,,,,,0.1517
,,0.06752,,,0.30118
0.13738,,,,,0.10878
,0.1478,,,,0.15656
0.06924,,,,,0.06679
,,0.10194,,,0.12586
,0.05741,,,,0.07791
,0.09995,,,,0.17824
,0.08924,,,,0.07627
0.11557,,,,,0.04466
,0.08827,,,,0.09047
,0.10119,,,,0.22785
0.04876,,,,,0.08891
0.10251,,,,,0.04579
,0.05847,,,,0.52181
0.09449,,,,,0.1699
,0.0893,,,,0.14261
,,0.04757,,,0.08559
0.11791,,,,,0.04088
,0.18154,,,,0.10856
,0.10778,,,,0.05083
0.12608,,,,,0.17445
,,0.09771,,,0.05423
,0.03741,,,,0.06434
0.07088,,,,,0.10301
,,0.04457,,,0.05506
,0.25808,,,,0.08951
,0.22983,,,,0.18442
,0.03542,,,,0.11174
,0.14082,,,,0.0522
0.25911,,,,,0.11365
0.18627,,,,,0.16998
0.11849,,,,,0.07408
,0.22797,,,,0.1866
0.22669,,,,,0.03704
0.23987,,,,,0.1983
,,0.22553,,,0.07999
,0.37466,,,,0.07626
,0.18823,,,,0.04883
,,0.09668,,,0.08413
0.29378,,,,,0.06859
,0.09965,,,,0.07925
0.16967,,,,,0.05529
,0.05915,,,,0.05704
0.48858,,,,,0.08938
,0.78408,,,,0.05916
0.44884,,,,,0.17818
0.37227,,,,,0.04083
0.19081,,,,,0.19632
0.16493,,,,,0.88883
,0.04268,,,,0.08288
0.0417,,,,,0.05663
,,0.05759,,,0.06905
0.15061,,,,,0.11695
,0.04199,,,,0.04597
0.05559,,,,,0.10627
,,0.12385,,,0.06531
0.08018,,,,,0.09984
0.1012,,,,,0.06314
0.03832,,,,,0.13565
,,0.12208,,,0.13055
0.10887,,,,,0.05345
,0.10031,,,,0.12905
0.08437,,,,,0.05472
,0.06067,,,,0.14028
0.09758,,,,,0.05585
,0.09898,,,,0.10437
,0.03791,,,,0.43192
,,0.11178,,,0.14033
0.03497,,,,,0.10179
0.0879,,,,,0.04922
0.07083,,,,,0.11338
,0.08256,,,,0.15243
,0.16167,,,,0.2532
0.13385,,,,,0.10304
,,0.19088,,,0.14252
,0.09673,,,,0.05727
0.19002,,,,,0.08793
,0.11176,,,,0.12811
,,0.08149,,,0.22535
0.06614,,,,,0.10818
,0.06794,,,,0.07473
0.10018,,,,,0.09385
,0.09639,,,,0.07751
,0.04258,,,,0.15102
,,0.06804,,,0.08819
,,0.04948,,,0.08373
0.09296,,,,,0.10385
,,0.11599,,,0.33151
,0.2502,,,,0.19122
0.22338,,,,,0.06772
,0.06532,,,,0.11802
0.04322,,,,,0.0936
,0.09356,,,,0.40449
,,0.05587,,,0.34392
,0.0395,,,,0.11566
0.11098,,,,,0.04905
0.04452,,,,,0.04508
,0.06423,,,,0.10023
,,0.10597,,,0.05518
,0.10627,,,,0.09417
0.06669,,,,,0.05317
,0.05499,,,,0.11827
,,0.06108,,,0.04755
,,0.13773,,,0.10357
0.20107,,,,,0.21274
,,0.12751,,,0.23326
0.05984,,,,,0.0655
0.10169,,,,,0.08219
0.16528,,,,,0.07034
,0.15185,,,,0.09566
0.1315,,,,,0.05961
0.05041,,,,,0.13622
,,0.11847,,,0.04401
,0.13089,,,,0.15563
,,0.05034,,,0.0957
,0.0995,,,,0.0591
,0.0465,,,,0.09991
,0.09877,,,,0.04715
,0.06665,,,,0.16038
,,0.05588,,,0.26268
0.10538,,,,,0.19484
,0.13053,,,,0.34597
0.07977,,,,,0.05579
,0.10494,,,,0.0976
,0.04591,,,,0.04986
0.07368,,,,,0.10272
0.11258,,,,,0.05928
0.4746,,,,,0.08602
,0.28518,,,,0.10453
0.22104,,,,,0.03803
,0.0803,,,,0.39979
0.0792,,,,,0.11025
,,0.10471,,,0.04059
,0.09279,,,,0.05478
0.20353,,,,,0.17488
,,0.04816,,,0.18668
,0.05163,,,,0.09326
,,0.08805,,,0.05008
,0.18399,,,,0.08028
0.11305,,,,,0.03708
0.10457,,,,,0.10357
,0.06592,,,,0.04331
,0.11263,,,,0.14702
0.05025,,,,,0.07193
,0.05578,,,,0.15376
,0.04546,,,,0.13791
,0.11582,,,,0.10174
0.15654,,,,,0.08887
0.10072,,,,,0.08359
,0.0707,,,,0.18386
0.05738,,,,,0.05356
,0.25188,,,,0.09143
0.2083,,,,,0.17384
,0.07649,,,,0.08073
,0.11332,,,,0.13743
,0.21876,,,,0.33379
,0.09492,,,,0.08277
0.05158,,,,,0.10491
0.12966,,,,,0.12536
,,0.10395,,,0.04953
0.0492,,,,,0.10794
,0.04093,,,,0.03662
0.09254,,,,,0.22673
,0.03644,,,,0.10288
,0.08876,,,,0.05649
0.04991,,,,,0.04683
,0.04366,,,,0.14688
,0.08455,,,,0.05252
,0.04643,,,,0.09721
,0.08378,,,,0.19686
,0.07906,,,,0.16051
0.52289,,,,,0.04529
,0.27429,,,,0.09866
,0.59735,,,,0.07507
,0.09666,,,,0.24729
,0.27207,,,,0.06133
0.46791,,,,,0.0472
,0.04303,,,,0.1146
,0.11312,,,,0.03641
,,0.1683,,,0.12106
0.13825,,,,,0.03587
0.13245,,,,,0.13955
0.09753,,,,,0.03395
0.10946,,,,,0.24755
0.04811,,,,,0.17359
0.08082,,,,,0.39962
,0.35167,,,,0.34295
0.12233,,,,,0.2417
0.12345,,,,,0.13378
0.04243,,,,,0.11089
0.23474,,,,,0.08266
0.06309,,,,,0.09348
0.10676,,,,,0.04946
,,0.09648,,,0.21472
,0.05266,,,,0.04418
0.0654,,,,,0.08973
0.12847,,,,,0.06358
0.04882,,,,,0.09438
,0.15682,,,,
,,0.12498,,,
0.10429,,,,,
0.49165,,,,,
0.33629,,,,,
,0.16558,,,,
0.10332,,,,,
,,0.08001,,,
0.1042,,,,,
0.13426,,,,,
0.03943,,,,,
0.10832,,,,,
,0.11033,,,,
0.05811,,,,,
0.11119,,,,,
,0.1332,,,,
0.06381,,,,,
0.07909,,,,,
,0.03953,,,,
,0.08102,,,,
,,0.06672,,,
,,0.0408,,,
,0.05424,,,,
0.10284,,,,,
,,0.1075,,,
,0.09875,,,,
,,0.04032,,,
,0.0429,,,,
,0.09483,,,,
0.06179,,,,,
,,0.5088,,,
0.30708,,,,,
0.22563,,,,,
,0.05609,,,,
,,0.22674,,,
,,0.10138,,,
,,0.05239,,,
,,0.07869,,,
,,0.04792,,,
,0.08377,,,,
0.16069,,,,,
,,0.05354,,,
0.18006,,,,,
,,0.4034,,,
0.21731,,,,,
0.0537,,,,,
,0.0951,,,,
0.09016,,,,,
0.10716,,,,,
,0.09605,,,,
0.18041,,,,,
0.15257,,,,,
0.19437,,,,,
0.12441,,,,,
0.10257,,,,,
0.11516,,,,,
,,0.0802,,,
0.04485,,,,,
0.07908,,,,,
0.11967,,,,,
,0.12408,,,,
,0.04067,,,,
0.04825,,,,,
0.13613,,,,,
0.05148,,,,,
,,0.16044,,,
0.10985,,,,,
,0.10975,,,,
,0.05168,,,,
,,0.08547,,,
0.07535,,,,,
,0.09447,,,,
0.11909,,,,,
,0.16144,,,,
0.03919,,,,,
0.09908,,,,,
,0.09139,,,,
,0.03792,,,,
0.09276,,,,,
,0.05005,,,,
,,0.09041,,,
0.06866,,,,,
0.11419,,,,,
,0.15972,,,,
,,0.05377,,,
0.04953,,,,,
0.11297,,,,,
,0.1517,,,,
0.29569,,,,,
0.32761,,,,,
,0.30118,,,,
,0.10878,,,,
,0.15656,,,,
0.08714,,,,,
,0.06679,,,,
0.05071,,,,,
0.09924,,,,,
,0.12586,,,,
0.06514,,,,,
0.09039,,,,,
,0.07791,,,,
,,0.36682,,,
0.08388,,,,,
0.1073,,,,,
0.04016,,,,,
0.11381,,,,,
0.05909,,,,,
0.05766,,,,,
0.17631,,,,,
,,0.07242,,,
0.23713,,,,,
,0.17824,,,,
,0.07627,,,,
0.09538,,,,,
0.11896,,,,,
0.05945,,,,,
0.10828,,,,,
0.11626,,,,,
,0.04466,,,,
,,0.20186,,,
0.11051,,,,,
,0.09047,,,,
0.1422,,,,,
,0.22785,,,,
0.0996,,,,,
,0.08891,,,,
0.18455,,,,,
,,0.10418,,,
0.1803,,,,,
,0.04579,,,,
,0.52181,,,,
0.32545,,,,,
,0.1699,,,,
0.09273,,,,,
,,0.31232,,,
0.15431,,,,,
0.1003,,,,,
,,0.48818,,,
0.20314,,,,,
,0.14261,,,,
,0.08559,,,,
0.04645,,,,,
0.10475,,,,,
,0.04088,,,,
,,0.03406,,,
0.05188,,,,,
0.10006,,,,,
,0.10856,,,,
,0.05083,,,,
0.07382,,,,,
,,0.10144,,,
,0.17445,,,,
,0.05423,,,,
0.16455,,,,,
0.07165,,,,,
0.10344,,,,,
,,0.10836,,,
0.06646,,,,,
0.05347,,,,,
,,0.10285,,,
0.11839,,,,,
,0.06434,,,,
0.04426,,,,,
0.08846,,,,,
0.08112,,,,,
0.12453,,,,,
0.18989,,,,,
0.17824,,,,,
0.06152,,,,,
,0.10301,,,,
,0.05506,,,,
,,0.05031,,,
,0.08951,,,,
0.0423,,,,,
,0.18442,,,,
,0.11174,,,,
,,0.12097,,,
,0.0522,,,,
,0.11365,,,,
,0.16998,,,,
,0.07408,,,,
0.11967,,,,,
0.03308,,,,,
0.15076,,,,,
,0.1866,,,,
,0.03704,,,,
,0.1983,,,,
0.07027,,,,,
,0.07999,,,,
,,0.11388,,,
0.10709,,,,,
,,0.0442,,,
,,0.10451,,,
,0.07626,,,,
0.05926,,,,,
0.09903,,,,,
,0.04883,,,,
,0.08413,,,,
,0.06859,,,,
,,0.0706,,,
,0.07925,,,,
,0.05529,,,,
,0.05704,,,,
,0.08938,,,,
,0.05916,,,,
,,0.09341,,,
,0.17818,,,,
0.07903,,,,,
0.06278,,,,,
0.10362,,,,,
,,0.10127,,,
0.05726,,,,,
0.13212,,,,,
0.07786,,,,,
,0.04083,,,,
,,0.09801,,,
,0.19632,,,,
0.23425,,,,,
,0.88883,,,,
0.18908,,,,,
,,0.05745,,,
0.09423,,,,,
0.04709,,,,,
,0.08288,,,,
0.0509,,,,,
,0.05663,,,,
0.21372,,,,,
,,0.08055,,,
0.05061,,,,,
0.11044,,,,,
0.04604,,,,,
,,0.27036,,,
,,0.2493,,,
0.15319,,,,,
0.21237,,,,,
0.11004,,,,,
,0.06905,,,,
,,0.13107,,,
,,0.05585,,,
,,0.10212,,,
0.05945,,,,,
0.04254,,,,,
0.12482,,,,,
0.05303,,,,,
0.10695,,,,,
,,0.05761,,,
0.24126,,,,,
0.12675,,,,,
,,0.10175,,,
0.04232,,,,,
,0.11695,,,,
,0.04597,,,,
,0.10627,,,,
0.05189,,,,,
,,0.11782,,,
,,0.06121,,,
,0.06531,,,,
,0.09984,,,,
,0.06314,,,,
,,0.10129,,,
0.0891,,,,,
,0.13565,,,,
0.07656,,,,,
0.21788,,,,,
0.1438,,,,,
,0.13055,,,,
,,0.04693,,,
0.11051,,,,,
,0.05345,,,,
0.05673,,,,,
0.08942,,,,,
0.07523,,,,,
0.10299,,,,,
,,0.11499,,,
,,0.29049,,,
,,0.245,,,
,0.12905,,,,
0.08648,,,,,
0.03821,,,,,
0.16065,,,,,
0.05945,,,,,
,0.05472,,,,
,0.14028,,,,
0.18528,,,,,
0.08976,,,,,
,,0.04681,,,
0.10827,,,,,
,0.05585,,,,
0.04625,,,,,
0.0917,,,,,
,0.10437,,,,
0.09387,,,,,
,0.43192,,,,
,,0.28126,,,
,0.14033,,,,
,,0.09572,,,
0.0538,,,,,
,0.10179,,,,
,0.04922,,,,
,0.11338,,,,
0.092,,,,,
0.04226,,,,,
0.19956,,,,,
0.07839,,,,,
0.11508,,,,,
,,0.04133,,,
0.04219,,,,,
,,0.14306,,,
0.09892,,,,,
0.1049,,,,,
,0.15243,,,,
0.05311,,,,,
0.13652,,,,,
0.04338,,,,,
0.46385,,,,,
,0.2532,,,,
,,0.13843,,,
,0.10304,,,,
0.0534,,,,,
0.08692,,,,,
,,0.09015,,,
0.03626,,,,,
0.16012,,,,,
,,0.07193,,,
,,0.09871,,,
0.03791,,,,,
,0.14252,,,,
0.14333,,,,,
,0.05727,,,,
0.09013,,,,,
,,0.08512,,,
,0.08793,,,,
,,0.08349,,,
0.04461,,,,,
,,0.09948,,,
0.18309,,,,,
0.06188,,,,,
,0.12811,,,,
0.13092,,,,,
,,0.08835,,,
,0.22535,,,,
0.0927,,,,,
0.10143,,,,,
0.05856,,,,,
,0.10818,,,,
0.12132,,,,,
0.08429,,,,,
0.0689,,,,,
,0.07473,,,,
0.15518,,,,,
0.04049,,,,,
,,0.10109,,,
,0.09385,,,,
,0.07751,,,,
,,0.30546,,,
,0.15102,,,,
,,0.41961,,,
0.11372,,,,,
0.06537,,,,,
,,0.06799,,,
0.12269,,,,,
0.10609,,,,,
0.08403,,,,,
0.04822,,,,,
,0.08819,,,,
0.05186,,,,,
,0.08373,,,,
0.10384,,,,,
0.07604,,,,,
,0.10385,,,,
0.09593,,,,,
0.06349,,,,,
0.25643,,,,,
0.48189,,,,,
0.31685,,,,,
,0.33151,,,,
,,0.45758,,,
,0.19122,,,,
,0.06772,,,,
,0.11802,,,,
0.11895,,,,,
,0.0936,,,,
,,0.77311,,,
0.2851,,,,,
,0.40449,,,,
,0.34392,,,,
0.16328,,,,,
0.04741,,,,,
,0.11566,,,,
,,0.10871,,,
0.10487,,,,,
,0.04905,,,,
,0.04508,,,,
0.18744,,,,,
,,0.28963,,,
0.23668,,,,,
,,0.12911,,,
,0.10023,,,,
0.07689,,,,,
0.3173,,,,,
,,0.24662,,,
0.19015,,,,,
,,0.3172,,,
0.08688,,,,,
,0.05518,,,,
,0.09417,,,,
,0.05317,,,,
0.29509,,,,,
0.14278,,,,,
,0.11827,,,,
,0.04755,,,,
0.09412,,,,,
,0.10357,,,,
0.05908,,,,,
0.09745,,,,,
,,0.12232,,,
,,0.13508,,,
0.04095,,,,,
0.06299,,,,,
,,0.08838,,,
0.04084,,,,,
,0.21274,,,,
0.16878,,,,,
,,0.17309,,,
0.03443,,,,,
,,0.05803,,,
0.13913,,,,,
,0.23326,,,,
0.12183,,,,,
0.11946,,,,,
0.04649,,,,,
,0.0655,,,,
,,0.06176,,,
,0.08219,,,,
,0.07034,,,,
,,0.1175,,,
0.11923,,,,,
0.04275,,,,,
,0.09566,,,,
0.21369,,,,,
,0.05961,,,,
,,0.04853,,,
0.11126,,,,,
,,0.09055,,,
0.05242,,,,,
,0.13622,,,,
,0.04401,,,,
,,0.14039,,,
0.33081,,,,,
0.07236,,,,,
0.09651,,,,,
0.15166,,,,,
,0.15563,,,,
0.1307,,,,,
,0.0957,,,,
0.04207,,,,,
0.09552,,,,,
,0.0591,,,,
0.21407,,,,,
0.08479,,,,,
,,0.10963,,,
,0.09991,,,,
0.10123,,,,,
,0.04715,,,,
0.05065,,,,,
,0.16038,,,,
,0.26268,,,,
0.17929,,,,,
0.1048,,,,,
0.31561,,,,,
,,0.14188,,,
,0.19484,,,,
0.09245,,,,,
,,0.34958,,,
,0.34597,,,,
,,0.0932,,,
,,0.14299,,,
0.10793,,,,,
0.12463,,,,,
,,0.21345,,,
0.07005,,,,,
,0.05579,,,,
0.14087,,,,,
0.0942,,,,,
,,0.05981,,,
,0.0976,,,,
,,0.09537,,,
0.09635,,,,,
0.05049,,,,,
0.09974,,,,,
0.29239,,,,,
0.20094,,,,,
0.0711,,,,,
0.05005,,,,,
,0.04986,,,,
,0.10272,,,,
0.11215,,,,,
0.05203,,,,,
0.11455,,,,,
0.17704,,,,,
,,0.03991,,,
0.12808,,,,,
,,0.08002,,,
,0.05928,,,,
,0.08602,,,,
,,0.0526,,,
0.31257,,,,,
,0.10453,,,,
,,0.11776,,,
,,0.19615,,,
,0.03803,,,,
0.1892,,,,,
,0.39979,,,,
0.11029,,,,,
,,0.27082,,,
0.13043,,,,,
,,0.05506,,,
,0.11025,,,,
0.1024,,,,,
0.35238,,,,,
0.165,,,,,
,0.04059,,,,
,,0.04875,,,
0.10095,,,,,
,0.05478,,,,
,0.17488,,,,
0.42979,,,,,
,0.18668,,,,
,0.09326,,,,
,0.05008,,,,
,0.08028,,,,
,,0.15769,,,
,,0.0605,,,
,0.03708,,,,
,,0.10494,,,
0.09392,,,,,
0.26691,,,,,
,,0.17046,,,
0.05209,,,,,
0.13132,,,,,
0.05864,,,,,
,,0.10612,,,
0.12426,,,,,
,0.10357,,,,
,,0.13603,,,
,,0.10428,,,
0.05507,,,,,
,0.04331,,,,
0.09416,,,,,
0.06684,,,,,
,0.14702,,,,
0.06138,,,,,
0.14267,,,,,
,,0.09347,,,
,0.07193,,,,
0.09052,,,,,
0.08595,,,,,
,0.15376,,,,
,0.13791,,,,
,0.10174,,,,
0.04308,,,,,
,,0.14261,,,
0.10424,,,,,
0.12887,,,,,
0.10667,,,,,
0.03915,,,,,
0.04887,,,,,
0.13064,,,,,
0.07112,,,,,
,0.08887,,,,
0.14069,,,,,
0.0508,,,,,
,,0.14179,,,
,,0.19929,,,
,0.08359,,,,
0.21061,,,,,
,,0.06283,,,
0.10895,,,,,
,,0.11074,,,
,,0.16103,,,
0.07978,,,,,
0.09366,,,,,
0.07938,,,,,
0.27496,,,,,
,0.18386,,,,
0.10173,,,,,
,0.05356,,,,
,0.09143,,,,
0.11248,,,,,
0.05682,,,,,
0.13605,,,,,
,0.17384,,,,
0.04686,,,,,
0.10752,,,,,
0.11079,,,,,
,,0.13563,,,
,0.08073,,,,
,0.13743,,,,
,0.33379,,,,
,0.08277,,,,
0.10846,,,,,
0.21062,,,,,
0.04661,,,,,
0.09677,,,,,
,0.10491,,,,
0.04411,,,,,
0.12213,,,,,
0.09282,,,,,
0.13252,,,,,
,,0.12162,,,
0.06162,,,,,
0.14112,,,,,
,0.12536,,,,
0.03335,,,,,
,0.04953,,,,
0.06493,,,,,
0.11637,,,,,
,0.10794,,,,
0.15284,,,,,
,0.03662,,,,
0.10327,,,,,
,0.22673,,,,
0.03472,,,,,
0.05234,,,,,
,,0.09436,,,
0.11631,,,,,
,,0.05003,,,
,,0.106,,,
0.05109,,,,,
,0.10288,,,,
,0.05649,,,,
,,0.13043,,,
,,0.1502,,,
0.06876,,,,,
,,0.04924,,,
,0.04683,,,,
0.1101,,,,,
0.06412,,,,,
0.20931,,,,,
,0.14688,,,,
,0.05252,,,,
,0.09721,,,,
,0.19686,,,,
0.1733,,,,,
,0.16051,,,,
,0.04529,,,,
0.11099,,,,,
,0.09866,,,,
0.05346,,,,,
0.16941,,,,,
,0.07507,,,,
,,0.03919,,,
0.11307,,,,,
,,0.42363,,,
,0.24729,,,,
0.15745,,,,,
0.12931,,,,,
,0.06133,,,,
,,0.07554,,,
,,0.11544,,,
,,0.06673,,,
0.04111,,,,,
,0.0472,,,,
,0.1146,,,,
0.1464,,,,,
,,0.21287,,,
0.04726,,,,,
,0.03641,,,,
,0.12106,,,,
,0.03587,,,,
0.10945,,,,,
0.07081,,,,,
0.13737,,,,,
0.03558,,,,,
,,0.05661,,,
0.03916,,,,,
0.09946,,,,,
,0.13955,,,,
0.04722,,,,,
0.09247,,,,,
0.1279,,,,,
,0.03395,,,,
0.09869,,,,,
0.05536,,,,,
,0.24755,,,,
,0.17359,,,,
0.19768,,,,,
0.17845,,,,,
0.3297,,,,,
0.30813,,,,,
,0.39962,,,,
0.41262,,,,,
,,0.98915,,,
0.10391,,,,,
0.34739,,,,,
0.14019,,,,,
0.27112,,,,,
0.12508,,,,,
1.68095,,,,,
0.2582,,,,,
,0.34295,,,,
,0.2417,,,,
0.24887,,,,,
0.32225,,,,,
0.40877,,,,,
0.16779,,,,,
,0.13378,,,,
,,0.07268,,,
,0.11089,,,,
,,6.11025,,,
,,0.97497,,,
1.16721,,,,,
,,2.07133,,,
0.27879,,,,,
,0.08266,,,,
0.06358,,,,,
,0.09348,,,,
0.09939,,,,,
0.09464,,,,,
0.12344,,,,,
,0.04946,,,,
,0.21472,,,,
,0.04418,,,,
0.07907,,,,,
,,0.10384,,,
,,0.06314,,,
,0.08973,,,,
,0.06358,,,,
0.10392,,,,,
0.09214,,,,,
0.14487,,,,,
,0.09438,,,,
0.05371,,,,,
0.12315,,,,,
0.14659,,,,,
,,0.04289,,,
0.13711,,,,,
0.11882,,,,,
